First Name,Last Name,Email,Phone Number,Job Title,Company Name,City,State/Region,Country/Region,Website URL,LinkedIn Bio URL,Lead Source,Lifecycle Stage,Lead Status,Priority Tier,Quality Score,Estimated Monthly Volume,Signal Date,Notes,Original Batch
,,info@optimalhealthsc.com,(843) 600-0000,MD-Supervised,Optimal Health & Wellness - South Carolina,Myrtle Beach,SC,United States,https://optimalhealthsc.com,Not found,Other,Lead,New,Tier 1,95,"$11,361",Mar 2026,"Signal: New peptide therapy launch Mar 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $11,361 | Batch: Batch 7 | Quality Score: 95",Batch 7
,,info@synergywellnessin.com,(574) 500-0000,MD-Supervised,Synergy Medical Wellness - Indiana,South Bend,IN,United States,https://synergywellnessin.com,Not found,Other,Lead,Open,Tier 2,70,"$5,225",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $5,225 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@revitalizemdnj.com,(856) 500-0000,MD-Supervised,Revitalize MD - New Jersey,Cherry Hill,NJ,United States,https://revitalizemdnj.com,Not found,Other,Lead,New,Tier 1,95,"$24,216",Feb 2026,"Signal: New peptide therapy launch Feb 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $24,216 | Batch: Batch 7 | Quality Score: 95",Batch 7
,,info@longevityhealthmd.com,(301) 800-0000,MD-Supervised,Longevity Health MD - Maryland,Frederick,MD,United States,https://longevityhealthmd.com,Not found,Other,Lead,New,Tier 1,85,"$23,026",Jan 2026,"Signal: New longevity peptide program launch Jan 2026 | Outreach Angle: Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier | Peptide Menu: Peptide Therapy, Longevity Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $23,026 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@evolvewellnesswi.com,(920) 500-0000,NP-Led,Evolve Wellness Center - Wisconsin,Green Bay,WI,United States,https://evolvewellnesswi.com,Not found,Other,Lead,New,Tier 1,80,"$11,544",Feb 2026,"Signal: New peptide service announcement Feb 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $11,544 | Batch: Batch 7 | Quality Score: 80",Batch 7
,,info@thrivehealthks.com,(316) 700-0000,NP-Led,Thrive Health Center - Kansas,Wichita,KS,United States,https://thrivehealthks.com,Not found,Other,Lead,New,Tier 1,80,"$13,889",Jan 2026,"Signal: New peptide service announcement Jan 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $13,889 | Batch: Batch 7 | Quality Score: 80",Batch 7
,,info@pinnaclehealthmn.com,(218) 500-0000,MD-Supervised,Pinnacle Health MD - Minnesota,Duluth,MN,United States,https://pinnaclehealthmn.com,Not found,Other,Lead,New,Tier 1,95,"$18,727",Jan 2026,"Signal: New peptide therapy launch Jan 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $18,727 | Batch: Batch 7 | Quality Score: 95",Batch 7
,,info@meridianintegrativene.com,(402) 700-0000,MD-Supervised,Meridian Integrative Medicine - Nebraska,Omaha,NE,United States,https://meridianintegrativene.com,Not found,Other,Lead,Open,Tier 2,70,"$4,036",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Integrative Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $4,036 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@synergywellnessar.com,(479) 700-0000,NP-Led,Synergy Wellness - Arkansas,Fort Smith,AR,United States,https://synergywellnessar.com,Not found,Other,Lead,New,Tier 1,80,"$9,022",Jan 2026,"Signal: New peptide service announcement Jan 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $9,022 | Batch: Batch 7 | Quality Score: 80",Batch 7
,,info@optimalwellnessia.com,(712) 500-0000,NP-Led,Optimal Wellness Center - Iowa,Sioux City,IA,United States,https://optimalwellnessia.com,Not found,Other,Lead,Open,Tier 2,70,"$7,165",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $7,165 | Batch: Batch 7 | Quality Score: 70",Batch 7
