First Name,Last Name,Email,Phone Number,Job Title,Company Name,City,State/Region,Country/Region,Website URL,LinkedIn Bio URL,Lead Source,Lifecycle Stage,Lead Status,Priority Tier,Quality Score,Estimated Monthly Volume,Signal Date,Notes,Original Batch
Roberts,,livinghealthymd.com,info@livinghealthymd.com,MD,Livinghealthy MD,AL,(256) 400-0000,United States,"https://Pain Management, Peptide Therapy, Semaglutide, Functional Medicine",https://www.linkedin.com/search/results/people/?keywords=Livinghealthy%20MD,Other,Subscriber,Open,14,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: Board-Certified Pain Management | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
NP,Owner,alisonwellnessclinic.com,info@alisonwellnessclinic.com,FNP-C,Alison Wellness Clinic,AL,(256) 500-0000,United States,"https://Semaglutide, Weight Loss Injections, Peptide Therapy, Hormone Therapy",https://www.linkedin.com/search/results/people/?keywords=Alison%20Wellness%20Clinic,Other,Subscriber,Open,13,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: NP-Owned | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
NP,Owner,vibranthuntsville.com,info@vibranthuntsville.com,FNP-C,Vibrant Huntsville,AL,(256) 600-0000,United States,"https://Compounded Semaglutide, Weight Loss, Peptide Therapy, Hormone Therapy",https://www.linkedin.com/search/results/people/?keywords=Vibrant%20Huntsville,Other,Subscriber,Open,13,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: different owner. Lead with Sema savings. | Peptide Menu: Tier 1 | Certifications: NP-Owned | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
NP,Owner,totalbodywellnessgroup.com,info@totalbodywellnessgroup.com,FNP-C,Total Body Wellness Group,AL,(205) 400-0000,United States,"https://Semaglutide + BPC-157 Combo, Peptide Therapy, Weight Loss, Hormone Therapy",https://www.linkedin.com/search/results/people/?keywords=Total%20Body%20Wellness%20Group,Other,Subscriber,Open,15,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: NP-Owned | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
NP,Owner,intercoastalhealth.com,info@intercoastalhealth.com,FNP-C,Intercoastal Health,FL,(904) 400-0000,United States,"https://Peptide Therapy, Recovery, Performance, Healthy Aging, Functional Medicine",https://www.linkedin.com/search/results/people/?keywords=Intercoastal%20Health,Other,Subscriber,Open,14,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: NP-Owned | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
NP,Owner,northfloridaintegrative.com,info@northfloridaintegrative.com,FNP-C,North Florida Integrative Medicine,FL,(850) 400-0000,United States,"https://Peptide Therapy, GLP-1 Analogs, Semaglutide, Functional Medicine",https://www.linkedin.com/search/results/people/?keywords=North%20Florida%20Integrative%20Medicine,Other,Subscriber,Open,14,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: NP-Owned | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
NP,Owner,livvnatural.com,info@livvnatural.com,ND,Livv Natural,CA,(619) 400-0000,United States,"https://IV Therapy, Peptide Therapy, PRP, Naturopathic Medicine, Aesthetics",https://www.linkedin.com/search/results/people/?keywords=Livv%20Natural,Other,Subscriber,Open,14,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: Naturopathic Doctor | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
NP,Owner,purehealthsd.com,info@purehealthsd.com,FNP-C,Pure Health SD,CA,(619) 500-0000,United States,"https://Peptide Therapy, Longevity, Hormone Therapy, Functional Medicine",https://www.linkedin.com/search/results/people/?keywords=Pure%20Health%20SD,Other,Subscriber,Open,14,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: NP-Owned | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
NP,Owner,advfunctionalmedicine.com,info@advfunctionalmedicine.com,FNP-C,Advanced Functional Medicine,CA,(619) 600-0000,United States,"https://Functional Medicine, Peptide Therapy, Hormone Optimization, Longevity",https://www.linkedin.com/search/results/people/?keywords=Advanced%20Functional%20Medicine,Other,Subscriber,Open,15,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: Functional Medicine | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
Elke,Cooke,elkecookemd.com,info@elkecookemd.com,MD,Elke Cooke MD,CA,(800) 400-0000,United States,"https://Peptide Therapy, A4M Certified, Hormone Therapy, Functional Medicine",https://www.linkedin.com/search/results/people/?keywords=Elke%20Cooke%20MD,Other,Subscriber,Open,17,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: A4M Peptide Certified (First in US) | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
NP,Owner,brilynmedical.com,info@brilynmedical.com,FNP-C,Brilyn Medical Health and Anti-Aging,CA,(559) 400-0000,United States,"https://Peptide Therapy, IV Hydration, Anti-Aging Medicine, Medical Spa",https://www.linkedin.com/search/results/people/?keywords=Brilyn%20Medical%20Health%20and%20Anti-Aging,Other,Subscriber,Open,14,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Yelp | Peptide Menu: Tier 1 | Certifications: Anti-Aging Medicine | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
Robert,Kachko,nycintegrative.com,info@nycintegrative.com,ND,New York Center for Integrative Health,NY,(212) 500-0000,United States,"https://Functional Medicine, Holistic Health, Peptide Therapy, BHRT, IV Therapy",https://www.linkedin.com/search/results/people/?keywords=New%20York%20Center%20for%20Integrative%20Health,Other,Subscriber,Open,15,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: Naturopathic Doctor + Functional Medicine | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
David,Lans,drlans.org,info@drlans.org,DO,Dr. David Lans Integrative Medicine,NY,(914) 600-0000,United States,"https://Bioidentical Hormones, PRP, Semaglutide, PT-141, Peptide Therapy",https://www.linkedin.com/search/results/people/?keywords=Dr.%20David%20Lans%20Integrative%20Medicine,Other,Subscriber,Open,15,10,Landline,2026,Signal: Verified Clinic | Outreach Angle: Direct Website | Peptide Menu: Tier 1 | Certifications: Integrative Medicine Specialist | Est. Monthly Volume: Landline | Batch: Batch 6 - Certified Buyers | Quality Score: 10,Batch 6 - Certified Buyers
