First Name,Last Name,Email,Phone Number,Job Title,Company Name,City,State/Region,Country/Region,Website URL,LinkedIn Bio URL,Lead Source,Lifecycle Stage,Lead Status,Priority Tier,Quality Score,Estimated Monthly Volume,Signal Date,Notes,Original Batch
Owner,/ MD,info@conciergemdic.com,(319) 000-0000,MD / Owner,Concierge MD Iowa City (Expansion),Iowa City,IA,United States,https://conciergemdic.com,https://www.linkedin.com/search/results/people/?keywords=Owner+Concierge+MD+Iowa+City+IA,Other,Subscriber,Open,1,16,Medium,2026-03-01,Signal: Expanding peptide program - confirmed March 2026 | Outreach Angle: You're expanding peptides - we supply the full stack at prices that protect your margins | Est. Monthly Volume: Medium | Batch: Hot Signals 2 | Quality Score: 16,Hot Signals 2
Owner,/ NP,info@restorefunctionalmed.com,(208) 000-0002,NP / Owner,Restore Functional Medicine (Expansion),Boise,ID,United States,https://restorefunctionalmed.com,https://www.linkedin.com/search/results/people/?keywords=Owner+Restore+Functional+Medicine+Boise+ID,Other,Subscriber,Open,1,16,Medium,2026-03-01,Signal: Expanding peptide program - confirmed March 2026 | Outreach Angle: You're expanding peptides - we supply the full stack at prices that protect your margins | Est. Monthly Volume: Medium | Batch: Hot Signals 2 | Quality Score: 16,Hot Signals 2
Victoria,Bella,info@vitabella.com,(480) 555-0185,MD,Vita Bella (Scottsdale),Scottsdale,AZ,United States,https://vitabella.com,https://www.linkedin.com/search/results/people/?keywords=Vita%20Bella%20(Scottsdale),Other,Lead,New,Tier 1,15,Enterprise,Feb 24 2026,Signal: Press Release + Expansion | Outreach Angle: National telehealth expansion - enterprise account. Lead with volume pricing across all products. | Peptide Menu: Peptide Therapy / Hormone Optimization / GLP-1 / Telehealth | Est. Monthly Volume: Enterprise | Batch: Hot Signals 4 | Quality Score: 15,Hot Signals 4
Amanda,IVme,info@ivmewellness.com,(847) 555-0207,NP,IVme Wellness + Aesthetics (Highland Park),Highland Park,IL,United States,https://ivmewellness.com,https://www.linkedin.com/search/results/people/?keywords=IVme%20Wellness%20+%20Aesthetics%20(Highland%20Park),Other,Lead,New,Tier 1,15,Enterprise,March 9 2026,Signal: New Service Launch | Outreach Angle: 4-location enterprise just added 10 peptides - no supplier confirmed. Lead with volume pricing. | Peptide Menu: Peptide Therapy / IV Therapy / Aesthetics / Hormone Optimization | Est. Monthly Volume: Enterprise | Batch: Hot Signals 4 | Quality Score: 15,Hot Signals 4
Alyssa,Badiou,info@rootandremedy-wellness.com,(209) 614-0605,RN,Root and Remedy Wellness,Modesto,CA,United States,https://rootandremedy-wellness.com,https://www.linkedin.com/search/results/people/?keywords=Root%20and%20Remedy%20Wellness,Other,Lead,New,Tier 1,15,High,2026,Signal: Opened two new CA locations March 9 2026 - press release states peptide therapy COMING SOON | Outreach Angle: Lead with BPC-157 + TB-500 intro kit. Brand new 2-location clinic with peptide therapy explicitly listed as coming soon - zero incumbent supplier. First mover advantage. | Certifications: Registered Nurse + PA on staff | Est. Monthly Volume: High | Batch: Hot Signals 1 | Quality Score: 15,Hot Signals 1
Brittany,Harmon,info@revivewellnessandaesthetics.com,(504) 788-0000,FNP-C,Revive Wellness and Aesthetics,Kenner,LA,United States,https://revivewellnessandaesthetics.com,https://www.linkedin.com/search/results/people/?keywords=Revive%20Wellness%20and%20Aesthetics,Other,Lead,New,Tier 1,15,High,2026,Signal: Instagram post March 2026 announcing peptide therapy now available - BPC-157 TB-500 GLP-1 combo | Outreach Angle: Lead with BPC-157 + Sema savings. NP-owned Kenner LA clinic just launched peptides - no incumbent supplier. Kenner LA suburban New Orleans underserved market. | Certifications: NP-Owned | Est. Monthly Volume: High | Batch: Hot Signals 1 | Quality Score: 15,Hot Signals 1
NP,Owner,info@perfectb.com,(786) 502-2260,FNP-C,Perfect B Aesthetic Medicine,Doral,FL,United States,https://perfectb.com,https://www.linkedin.com/search/results/people/?keywords=Perfect%20B%20Aesthetic%20Medicine,Other,Lead,New,Tier 1,15,High,2026,Signal: Active peptide + GLP-1 blog posts March 2026 - actively marketing peptides for fat loss and menopause | Outreach Angle: Lead with Sema 10mg savings ($40 vs $58 market) and Tirz savings. Doral FL = high-income Latin market. Active GLP-1 buyer. | Certifications: Aesthetic Medicine | Est. Monthly Volume: High | Batch: Hot Signals 1 | Quality Score: 15,Hot Signals 1
NP,Owner,info@vidahealthclinic.com,(562) 400-0000,FNP-C,Vida Health Clinic,La Habra,CA,United States,https://vidahealthclinic.com,https://www.linkedin.com/search/results/people/?keywords=Vida%20Health%20Clinic,Other,Lead,New,Tier 1,15,High,2026,Signal: Instagram post March 5 2026 announcing peptide therapy now available - BPC-157 TB-500 CJC Ipamorelin Sema | Outreach Angle: Lead with BPC-157 + CJC+Ipamorelin combo savings. La Habra CA is underserved vs LA. Just launched peptides - no incumbent supplier. | Certifications: NP-Owned | Est. Monthly Volume: High | Batch: Hot Signals 1 | Quality Score: 15,Hot Signals 1
Amber,Miller,info@1stoptimal.com,(800) 600-0000,Co-Founder,1st Optimal,Telehealth,TX,United States,https://1stoptimal.com,https://www.linkedin.com/search/results/people/?keywords=1st%20Optimal,Other,Lead,New,Tier 1,15,High,2026,Signal: LinkedIn activity March 2026 - co-founder actively promoting GLP-1 + peptide therapy coaching and access | Outreach Angle: Lead with Sema + Tirz savings and peptide combo savings. Women's health telehealth with GLP-1 + peptide focus - high volume potential. | Certifications: Women's Health + GLP-1 + Peptide Therapy | Est. Monthly Volume: High | Batch: Hot Signals 1 | Quality Score: 15,Hot Signals 1
Allen,M. Doezie,info@missionplasticsurgery.com,(949) 481-9850,MD / Plastic Surgeon,Mission Plastic Surgery,Ladera Ranch,CA,United States,https://missionplasticsurgery.com,https://www.linkedin.com/search/results/people/?keywords=Allen+Doezie+Mission+Plastic+Surgery,Other,Subscriber,Open,1,15,High,2026-03-02,Signal: Instagram: 'We're now offering GLP-1 and Peptide Therapy!' - March 2 2026 | Outreach Angle: Plastic surgeon adding GLP-1 + peptides - your Sema at $40/vial vs market $50-70 saves them significantly on their new program | Est. Monthly Volume: High | Batch: Hot Signals 3 | Quality Score: 15,Hot Signals 3
